GeneId,GeneSymbol,TaxId,LocusTag,State,Alias,Type,Description,SciBayStatus,HasStructure,AddDate,LastModified,IsInCluster,Description_tsv,IsInModelOrganism,IsExpValidated,HasPrediction,HasSpePrediction,HasHumanHomology,IsPurified,IsCloned
945321,abrB,511145,b0715,-1,ECK0704|JW5097|ybgN,protein-coding,regulator of aidB expression; inner membrane protein,2,,2010-08-05,2012-07-10 12:12:34.764739,1,'aidb':3 'express':4 'inner':5 'membran':6 'protein':7 'regul':1,1,0,0,0,0,1,0
944895,accA,511145,b0185,-1,ECK0184|JW0180,protein-coding,"acetyl-CoA carboxylase, carboxytransferase, alpha subunit",1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'acetyl':2 'acetyl-coa':1 'alpha':6 'carboxylas':4 'carboxytransferas':5 'coa':3 'subunit':7,1,0,1,0,0,0,0
947758,accB,511145,b3255,-1,ECK3242|JW3223|fabE,protein-coding,"acetyl CoA carboxylase, BCCP subunit",1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'acetyl':1 'bccp':4 'carboxylas':3 'coa':2 'subunit':5,1,0,1,0,1,0,0
947761,accC,511145,b3256,-1,ECK3243|JW3224|fabG,protein-coding,"acetyl-CoA carboxylase, biotin carboxylase subunit",1,1,2010-08-05,2012-07-10 12:12:34.764739,1,"'acetyl':2 'acetyl-coa':1 'biotin':5 'carboxylas':4,6 'coa':3 'subunit':7",1,0,1,0,1,0,0
946796,accD,511145,b2316,-1,ECK2310|JW2313|dedB|usg,protein-coding,"acetyl-CoA carboxylase, beta (carboxyltranferase) subunit",1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'acetyl':2 'acetyl-coa':1 'beta':5 'carboxylas':4 'carboxyltranferas':6 'coa':3 'subunit':7,1,0,1,0,1,0,0
948517,aceA,511145,b4015,-1,ECK4007|JW3975|icl,protein-coding,isocitrate lyase,2,1,2010-08-05,2012-07-10 12:12:34.764739,1,'isocitr':1 'lyas':2,1,0,1,0,0,0,0
948512,aceB,511145,b4014,-1,ECK4006|JW3974|mas,protein-coding,malate synthase A,2,1,2010-08-05,2012-07-10 12:12:34.764739,1,'malat':1 'synthas':2,1,0,1,0,0,0,1
944834,aceE,511145,b0114,-1,ECK0113|JW0110,protein-coding,"pyruvate dehydrogenase, decarboxylase component E1, thiamin-binding",1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'bind':8 'compon':4 'decarboxylas':3 'dehydrogenas':2 'e1':5 'pyruv':1 'thiamin':7 'thiamin-bind':6,1,0,1,0,1,0,0
944794,aceF,511145,b0115,-1,ECK0114|JW0111,protein-coding,"pyruvate dehydrogenase, dihydrolipoyltransacetylase component E2",1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'compon':4 'dehydrogenas':2 'dihydrolipoyltransacetylas':3 'e2':5 'pyruv':1,1,0,1,0,1,1,1
944797,aceK,511145,b4016,-1,ECK4008|JW3976,protein-coding,isocitrate dehydrogenase kinase/phosphatase,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'dehydrogenas':2 'isocitr':1 'kinase/phosphatase':3,1,0,1,0,0,0,1
946775,ackA,511145,b2296,-1,ECK2290|JW2293,protein-coding,acetate kinase A and propionate kinase 2,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,"'2':7 'acet':1 'kinas':2,6 'propion':5",1,0,1,0,0,1,1
946724,acnA,511145,b1276,-1,ECK1271|JW1268|acn,protein-coding,aconitate hydratase 1,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'1':3 'aconit':1 'hydratas':2,1,0,0,0,1,0,0
944864,acnB,511145,b0118,-1,ECK0117|JW0114|yacI|yacJ,protein-coding,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'2/2-methylisocitrate':4 'aconit':2 'bifunct':1 'dehydratas':5 'hydratas':3,1,0,1,0,1,1,1
949132,acpH,511145,b0404,-1,ECK0398|JW0394|acpD|yajB,protein-coding,conserved protein,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'conserv':1 'protein':2,1,0,1,0,0,0,0
944805,acpP,511145,b1094,-1,ECK1080|JW1080,protein-coding,acyl carrier protein (ACP),1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'acp':4 'acyl':1 'carrier':2 'protein':3,1,0,1,0,1,0,0
947037,acpS,511145,b2563,-1,ECK2561|JW2547|dpj,protein-coding,holo-[acyl-carrier-protein] synthase 1,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'1':7 'acyl':3 'acyl-carrier-protein':2 'carrier':4 'holo':1 'protein':5 'synthas':6,1,0,1,0,1,1,1
947979,acpT,511145,b3475,-1,ECK3459|JW3440|yhhU,protein-coding,holo-(acyl carrier protein) synthase 2,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'2':6 'acyl':2 'carrier':3 'holo':1 'protein':4 'synthas':5,1,0,0,0,1,0,0
945112,acrA,511145,b0463,-1,ECK0457|JW0452|Mb|lir|mbl|mtcA|sipB,protein-coding,multidrug efflux system,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'efflux':2 'multidrug':1 'system':3,1,0,1,0,0,0,0
945108,acrB,511145,b0462,-1,ECK0456|JW0451|acrE,protein-coding,multidrug efflux system protein,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'efflux':2 'multidrug':1 'protein':4 'system':3,1,0,0,0,0,0,0
945464,acrD,511145,b2470,-1,ECK2465|JW2454|yffA,protein-coding,aminoglycoside/multidrug efflux system,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'aminoglycoside/multidrug':1 'efflux':2 'system':3,1,0,0,0,0,1,1
947706,acrE,511145,b3265,-1,ECK3252|JW3233|envC,protein-coding,cytoplasmic membrane lipoprotein,2,,2010-08-05,2012-07-10 12:12:34.764739,1,'cytoplasm':1 'lipoprotein':3 'membran':2,1,0,1,0,0,0,0
947768,acrF,511145,b3266,-1,ECK3253|JW3234|envD,protein-coding,multidrug efflux system protein,2,,2010-08-05,2012-07-10 12:12:34.764739,1,'efflux':2 'multidrug':1 'protein':4 'system':3,1,0,1,0,0,1,0
945516,acrR,511145,b0464,-1,ECK0458|JW0453|ybaH,protein-coding,DNA-binding transcriptional repressor,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'bind':3 'dna':2 'dna-bind':1 'repressor':5 'transcript':4,1,0,0,0,0,0,0
948572,acs,511145,b4069,-1,ECK4062|JW4030|acsA|yfaC,protein-coding,acetyl-CoA synthetase,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'acetyl':2 'acetyl-coa':1 'coa':3 'synthetas':4,1,0,1,0,1,0,0
948575,actP,511145,b4067,-1,ECK4060|JW4028|yjcG,protein-coding,acetate transporter,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'acet':1 'transport':2,1,0,1,0,1,0,0
946710,ada,511145,b2213,-1,ECK2205|JW2201,protein-coding,fused DNA-binding transcriptional dual regulator/O6-methylguanine-DNA methyltransferase,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'bind':4 'dna':3 'dna-bind':2 'dual':6 'fuse':1 'methyltransferas':8 'regulator/o6-methylguanine-dna':7 'transcript':5,1,0,1,0,1,0,0
945851,add,511145,b1623,-1,ECK1618|JW1615,protein-coding,adenosine deaminase,2,,2010-08-05,2012-07-10 12:12:34.764739,1,'adenosin':1 'deaminas':2,1,0,0,0,1,0,0
948210,ade,511145,b3665,-1,ECK3656|JW3640|adeC|adu|yicP,protein-coding,cryptic adenine deaminase,2,,2010-08-05,2012-07-10 12:12:34.764739,1,'adenin':2 'cryptic':1 'deaminas':3,1,0,0,0,1,1,1
945837,adhE,511145,b1241,-1,ECK1235|JW1228|adhC|ana,protein-coding,fused acetaldehyde-CoA dehydrogenase/iron-dependent alcohol dehydrogenase/pyruvate-formate lyase deactivase,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'acetaldehyd':3 'acetaldehyde-coa':2 'alcohol':6 'coa':4 'deactivas':9 'dehydrogenase/iron-dependent':5 'dehydrogenase/pyruvate-formate':7 'fuse':1 'lyas':8,1,0,1,0,1,1,1
946036,adhP,511145,b1478,-1,ECK1472|JW1474|yddN,protein-coding,ethanol-active dehydrogenase/acetaldehyde-active reductase,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'activ':3 'dehydrogenase/acetaldehyde-active':4 'ethanol':2 'ethanol-act':1 'reductas':5,1,0,0,0,1,0,1
948638,adiA,511145,b4117,-1,ECK4110|JW5731|adi,protein-coding,arginine decarboxylase,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'arginin':1 'decarboxylas':2,1,0,0,0,0,0,1
948628,adiC,511145,b4115,-1,ECK4108|JW4076|aniC|yjdD|yjdE,protein-coding,arginine:agmatin,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'agmatin':2 'arginin':1,1,0,0,0,1,0,0
948627,adiY,511145,b4116,-1,ECK4109|JW4077,protein-coding,DNA-binding transcriptional activator,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'activ':5 'bind':3 'dna':2 'dna-bind':1 'transcript':4,1,0,1,0,0,1,1
945097,adk,511145,b0474,-1,ECK0468|JW0463|dnaW|plsA,protein-coding,adenylate kinase,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'adenyl':1 'kinas':2,1,0,1,0,1,0,0
945037,adrA,511145,b0385,-1,ECK0380|JW0376|yaiC,protein-coding,"diguanylate cyclase for cellulose, biofilm, motility regulation",2,,2010-08-05,2012-07-10 12:12:34.764739,1,'biofilm':5 'cellulos':4 'cyclas':2 'diguanyl':1 'motil':6 'regul':7,1,0,1,0,0,1,0
946336,adrB,511145,b1815,-1,ECK1813|JW1804|yoaD,protein-coding,predicted phosphodiesterase,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'phosphodiesteras':2 'predict':1,1,0,1,0,0,0,0
947383,aegA,511145,b2468,-1,ECK2463|JW2452|yffG,protein-coding,fused predicted oxidoreductase: FeS binding subunit/NAD/FAD-binding subunit,2,,2010-08-05,2012-07-10 12:12:34.764739,1,'bind':5 'fes':4 'fuse':1 'oxidoreductas':3 'predict':2 'subunit':7 'subunit/nad/fad-binding':6,1,0,1,0,1,0,0
945301,aer,511145,b3072,-1,ECK3062|JW3043|air|yqjJ,protein-coding,fused signal transducer for aerotaxis sensory component/methyl accepting chemotaxis component,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'accept':8 'aerotaxi':5 'chemotaxi':9 'compon':10 'component/methyl':7 'fuse':1 'sensori':6 'signal':2 'transduc':3,1,0,1,0,1,1,0
947514,aes,511145,b0476,-1,ECK0470|JW0465|ybaC,protein-coding,acetyl esterase,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'acetyl':1 'esteras':2,1,0,0,0,1,0,0
947676,afuC,511145,b0262,-1,ECK0264|JW0254|fbpC|yagC,protein-coding,CP4-6 prophage; predicted ferric transporter subunit,2,,2010-08-05,2012-07-10 12:12:34.764739,1,'-6':2 'cp4':1 'ferric':5 'predict':4 'prophag':3 'subunit':7 'transport':6,1,0,1,0,1,1,1
947653,agaB,511145,b3138,-1,ECK3126|JW3107|yraD,protein-coding,N-acetylgalactosamine-specific enzyme IIB component of PTS,2,,2010-08-05,2012-07-10 12:12:34.764739,1,'acetylgalactosamin':3 'compon':7 'enzym':5 'iib':6 'n':2 'n-acetylgalactosamine-specif':1 'pts':9 'specif':4,1,0,1,0,0,1,1
947652,agaC,511145,b3139,-1,ECK3127|JW3108|yraE,protein-coding,N-acetylgalactosamine-specific enzyme IIC component of PTS,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'acetylgalactosamin':3 'compon':7 'enzym':5 'iic':6 'n':2 'n-acetylgalactosamine-specif':1 'pts':9 'specif':4,1,0,1,0,0,1,1
947649,agaD,511145,b3140,-1,ECK3128|JW3109|yraF,protein-coding,N-acetylgalactosamine-specific enzyme IID component of PTS,2,,2010-08-05,2012-07-10 12:12:34.764739,1,'acetylgalactosamin':3 'compon':7 'enzym':5 'iid':6 'n':2 'n-acetylgalactosamine-specif':1 'pts':9 'specif':4,1,0,1,0,0,1,0
947985,agaI,511145,b3141,-1,ECK3129|JW3110|yraG,protein-coding,galactosamine-6-phosphate isomerase,2,,2010-08-05,2012-07-10 12:12:34.764739,1,'-6':2 'galactosamin':1 'isomeras':4 'phosphat':3,1,0,0,0,1,0,1
947636,agaR,511145,b3131,-1,ECK3119|JW3100|yhaW,protein-coding,DNA-binding transcriptional repressor of the aga regulon,2,,2010-08-05,2012-07-10 12:12:34.764739,1,'aga':8 'bind':3 'dna':2 'dna-bind':1 'regulon':9 'repressor':5 'transcript':4,1,0,1,0,0,1,1
947645,agaS,511145,b3136,-1,ECK3124|JW3105|yraB,protein-coding,tagatose-6-phosphate ketose/aldose isomerase,2,1,2010-08-05,2012-07-10 12:12:34.764739,1,'-6':2 'isomeras':5 'ketose/aldose':4 'phosphat':3 'tagatos':1,1,0,0,0,1,1,1
947648,agaV,511145,b3133,-1,ECK3121|JW3102|yhaY,protein-coding,N-acetylgalactosamine-specific enzyme IIB component of PTS,2,,2010-08-05,2012-07-10 12:12:34.764739,1,'acetylgalactosamin':3 'compon':7 'enzym':5 'iib':6 'n':2 'n-acetylgalactosamine-specif':1 'pts':9 'specif':4,1,0,1,0,0,0,1
945773,agp,511145,b1002,-1,ECK0993|JW0987,protein-coding,glucose-1-phosphatase/inositol phosphatase,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'-1':2 'glucos':1 'phosphatas':4 'phosphatase/inositol':3,1,0,0,0,1,1,1
945225,ahpC,511145,b0605,-1,ECK0599|JW0598|tpx,protein-coding,"alkyl hydroperoxide reductase, C22 subunit",1,,2010-08-05,2012-07-10 12:12:34.764739,1,'alkyl':1 'c22':4 'hydroperoxid':2 'reductas':3 'subunit':5,1,0,1,0,1,0,0
947540,ahpF,511145,b0606,-1,ECK0600|JW0599,protein-coding,"alkyl hydroperoxide reductase, F52a subunit, FAD/NAD(P)-binding",1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'alkyl':1 'bind':8 'f52a':4 'fad/nad':6 'hydroperoxid':2 'p':7 'reductas':3 'subunit':5,1,0,1,0,1,0,0
948710,aidB,511145,b4187,-1,ECK4183|JW5867,protein-coding,isovaleryl CoA dehydrogenase,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'coa':2 'dehydrogenas':3 'isovaleryl':1,1,0,0,0,1,0,1
944945,ais,511145,b2252,-1,ECK2245|JW2246|pagH|pmrG,protein-coding,predicted LPS core heptose(II)-phosphate phosphatase,2,,2010-08-05,2012-07-10 12:12:34.764739,1,'core':3 'heptos':4 'ii':5 'lps':2 'phosphat':6 'phosphatas':7 'predict':1,1,0,0,0,1,1,1
947175,alaS,511145,b2697,-1,ECK2692|JW2667|act|ala-act|lovB,protein-coding,alanyl-tRNA synthetase,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'alanyl':2 'alanyl-trna':1 'synthetas':4 'trna':3,1,0,1,0,1,1,1
945672,aldA,511145,b1415,-1,ECK1408|JW1412|ald,protein-coding,"aldehyde dehydrogenase A, NAD-linked",1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'aldehyd':1 'dehydrogenas':2 'link':6 'nad':5 'nad-link':4,1,0,1,0,1,0,1
948104,aldB,511145,b3588,-1,ECK3577|JW3561|yiaX,protein-coding,aldehyde dehydrogenase B,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'aldehyd':1 'b':3 'dehydrogenas':2,1,0,1,0,1,1,1
947371,alkA,511145,b2068,-1,ECK2062|JW2053|aidA,protein-coding,3-methyl-adenine DNA glycosylase II,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'3':1 'adenin':4 'dna':5 'glycosylas':6 'ii':7 'methyl':3 'methyl-adenin':2,1,0,1,0,1,0,0
946708,alkB,511145,b2212,-1,ECK2204|JW2200|aidD,protein-coding,oxidative demethylase of N1-methyladenine or N3-methylcytosine DNA lesions,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'demethylas':2 'dna':11 'lesion':12 'methyladenin':6 'methylcytosin':10 'n1':5 'n1-methyladenine':4 'n3':9 'n3-methylcytosine':8 'oxid':1,1,0,0,0,0,1,1
945141,allA,511145,b0505,-1,ECK0498|JW0493|glxA2|ybbT,protein-coding,ureidoglycolate hydrolase,0,1,2010-08-05,2012-07-10 12:12:34.764739,1,'hydrolas':2 'ureidoglycol':1,1,0,0,0,0,1,1
945134,allB,511145,b0512,-1,ECK0505|JW0500|glxB3|ybbX,protein-coding,allantoinase,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'allantoinas':1,1,0,1,0,1,0,1
945150,allC,511145,b0516,-1,ECK0509|JW0504|glxB7|ylbB,protein-coding,allantoate amidohydrolase,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'allanto':1 'amidohydrolas':2,1,0,0,0,1,1,1
948342,allD,511145,b0517,-1,ECK0510|JW0505|glxB8|ylbC,protein-coding,ureidoglycolate dehydrogenase,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'dehydrogenas':2 'ureidoglycol':1,1,0,0,0,0,1,1
945333,allR,511145,b0506,-1,ECK0499|JW0494|glxA3|ybbU,protein-coding,DNA-binding transcriptional repressor for all (allantoin) and gcl (glyoxylate) operons; glyoxylate-induced,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,"'allantoin':8 'bind':3 'dna':2 'dna-bind':1 'gcl':10 'glyoxyl':11,14 'glyoxylate-induc':13 'induc':15 'operon':12 'repressor':5 'transcript':4",1,0,0,0,0,1,1
945139,allS,511145,b0504,-1,ECK0497|JW0492|glxA1|ybbS,protein-coding,DNA-binding transcriptional activator of the allD operon,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'activ':5 'alld':8 'bind':3 'dna':2 'dna-bind':1 'operon':9 'transcript':4,1,0,0,0,0,0,1
946758,alpA,511145,b2624,-1,ECK2620|JW2604,protein-coding,CP4-57 prophage; DNA-binding transcriptional activator,2,,2010-08-05,2012-07-10 12:12:34.764739,1,'-57':2 'activ':8 'bind':6 'cp4':1 'dna':5 'dna-bind':4 'prophag':3 'transcript':7,1,0,0,0,0,1,1
948564,alr,511145,b4053,-1,ECK4045|JW4013,protein-coding,"alanine racemase 1, PLP-binding, biosynthetic",1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'1':3 'alanin':1 'bind':6 'biosynthet':7 'plp':5 'plp-bind':4 'racemas':2,1,0,1,0,1,0,0
948593,alsA,511145,b4087,-1,ECK4080|JW4048|yjcW,protein-coding,fused D-allose transporter subunits of ABC superfamily: ATP-binding components,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'abc':8 'allos':4 'atp':11 'atp-bind':10 'bind':12 'compon':13 'd':3 'd-allos':2 'fuse':1 'subunit':6 'superfamili':9 'transport':5,1,0,1,0,1,0,1
948604,alsB,511145,b4088,-1,ECK4081|JW4049|yjcX,protein-coding,D-allose transporter subunit,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'allos':3 'd':2 'd-allos':1 'subunit':5 'transport':4,1,0,0,0,0,0,0
948594,alsC,511145,b4086,-1,ECK4079|JW4047|yjcV,protein-coding,D-allose transporter subunit,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'allos':3 'd':2 'd-allos':1 'subunit':5 'transport':4,1,0,1,0,0,1,0
948595,alsE,511145,b4085,-1,ECK4078|JW4046|yjcU,protein-coding,allulose-6-phosphate 3-epimerase,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'-6':2 '3':4 'allulos':1 'epimeras':5 'phosphat':3,1,0,0,0,1,0,0
948596,alsK,511145,b4084,-1,ECK4077|JW5724|yjcT,protein-coding,D-allose kinase,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'allos':3 'd':2 'd-allos':1 'kinas':4,1,0,0,0,1,1,1
947607,alx,511145,b3088,-1,ECK3079|JW5515|ygjT,protein-coding,"inner membrane protein, part of terminus",1,,2010-08-05,2012-07-10 12:12:34.764739,1,'inner':1 'membran':2 'part':4 'protein':3 'terminus':6,1,0,1,0,0,1,0
946916,amiA,511145,b2435,-1,ECK2430|JW2428|yfeE,protein-coding,N-acetylmuramoyl-l-alanine amidase I,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'acetylmuramoyl':3 'alanin':5 'amidas':6 'l':4 'n':2 'n-acetylmuramoyl-l-alanin':1,1,0,1,0,0,1,1
948683,amiB,511145,b4169,-1,ECK4165|JW4127|yjeD,protein-coding,N-acetylmuramoyl-l-alanine amidase II,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'acetylmuramoyl':3 'alanin':5 'amidas':6 'ii':7 'l':4 'n':2 'n-acetylmuramoyl-l-alanin':1,1,0,1,0,0,1,1
947293,amiC,511145,b2817,-1,ECK2813|JW5449|ygdN,protein-coding,N-acetylmuramoyl-L-alanine amidase,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'acetylmuramoyl':3 'alanin':5 'amidas':6 'l':4 'n':2 'n-acetylmuramoyl-l-alanin':1,1,0,1,0,0,1,1
945494,amiD,511145,b0867,-1,ECK0858|JW0851|ybjR,protein-coding,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase, Zn-dependent; OM lipoprotein",1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'1':1 '6':2 'acetylmuramyl':6 'alanin':8 'amidas':9 'anhydro':4 'anhydro-n-acetylmuramyl-l-alanin':3 'depend':12 'l':7 'lipoprotein':14 'n':5 'om':13 'zn':11 'zn-depend':10,1,0,1,0,1,0,0
946508,amn,511145,b1982,-1,ECK1977|JW1963,protein-coding,AMP nucleosidase,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'amp':1 'nucleosidas':2,1,0,0,0,1,1,1
948669,ampC,511145,b4150,-1,ECK4146|JW4111|ampA,protein-coding,beta-lactamase/D-alanine carboxypeptidase,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'/d-alanine':4 'beta':2 'beta-lactamas':1 'carboxypeptidas':5 'lactamas':3,1,0,0,0,1,0,0
948877,ampD,511145,b0110,-1,ECK0109|JW0106,protein-coding,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase, Zn-dependent; murein amidase",2,,2010-08-05,2012-07-10 12:12:34.764739,1,"'1':1 '6':2 'acetylmuramyl':6 'alanin':8 'amidas':9,14 'anhydro':4 'anhydro-n-acetylmuramyl-l-alanin':3 'depend':12 'l':7 'murein':13 'n':5 'zn':11 'zn-depend':10",1,0,1,0,1,0,0
946678,ampE,511145,b0111,-1,ECK0110|JW0107,protein-coding,predicted inner membrane protein,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'inner':2 'membran':3 'predict':1 'protein':4,1,0,1,0,0,0,0
946438,ampG,511145,b0433,-1,ECK0427|JW0423,protein-coding,muropeptide transporter,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'muropeptid':1 'transport':2,1,0,1,0,1,1,0
946904,ampH,511145,b0376,-1,ECK0371|JW5052|yaiH,protein-coding,penicillin-binding protein,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'bind':3 'penicillin':2 'penicillin-bind':1 'protein':4,1,0,0,0,1,0,0
945084,amtB,511145,b0451,-1,ECK0445|JW0441|ybaG,protein-coding,ammonium transporter,1,1,2010-08-05,2012-07-10 12:12:34.764739,1,'ammonium':1 'transport':2,1,0,1,0,1,0,1
946434,amyA,511145,b1927,-1,ECK1926|JW1912|yedC,protein-coding,cytoplasmic alpha-amylase,2,,2010-08-05,2012-07-10 12:12:34.764739,1,'alpha':3 'alpha-amylas':2 'amylas':4 'cytoplasm':1,1,0,0,0,1,0,0
946810,anmK,511145,b1640,-1,ECK1636|JW1632|ydhH,protein-coding,anhydro-N-acetylmuramic acid kinase,1,,2010-08-05,2012-07-10 12:12:34.764739,1,'acetylmuram':4 'acid':5 'anhydro':2 'anhydro-n-acetylmuram':1 'kinas':6 'n':3,1,0,1,0,0,0,0
946278,ansA,511145,b1767,-1,ECK1765|JW1756,protein-coding,cytoplasmic L-asparaginase I,2,1,2010-08-05,2012-07-10 12:12:34.764739,1,'asparaginas':4 'cytoplasm':1 'l':3 'l-asparaginas':2,1,0,1,0,1,0,1
